Signature,Timestamp,Swap Info
eJYKdS4YCsnh5QtVmC6src79QR6aYqvU8pUXEoHLNLtXmQJ5Co8zqJQQuz6kf7su67z7xPh8Z7cK2wWUhK2Dh8e,2025-02-25T13:53:31.000Z,"{""log_type"":3,""amount_in"":60000000,""minimum_out"":0,""direction"":1,""user_source"":60000000,""pool_coin"":4452769694933419500,""pool_pc"":344154929,""out_amount"":659641125917464200,""adjustedAmountIn"":0.06,""adjustedAmountOut"":659641125917.4642,""inToken"":""So11111111111111111111111111111111111111112"",""outToken"":""9kkWuiwg8iZxwJP1R6fCkwdVeXaiKdPXMmV9kP7GuHHP"",""inTokenDecimals"":9,""outTokenDecimals"":6,""signerAccount"":""BABx2oxXKsXWJtuZVYGGtZTSJ57kDCwTqxo4yXTJokki"",""timestamp"":""2025-02-25T13:53:31.000Z""}"
HFxmhQw4PnQ9QfqGo4V88KXSmqe4zqMbuSEXGP3JrpkUpUwaKBaZwvbCcs5FjG9QwzKh24AKSEXssnoRZfhEstp,2025-02-25T13:41:53.000Z,"{""log_type"":3,""amount_in"":991500,""minimum_out"":1,""direction"":1,""user_source"":991500,""pool_coin"":4311946647676115500,""pool_pc"":355361660,""out_amount"":11967441098930520,""adjustedAmountIn"":0.0009915,""adjustedAmountOut"":11967441098.93052,""inToken"":""So11111111111111111111111111111111111111112"",""outToken"":""9kkWuiwg8iZxwJP1R6fCkwdVeXaiKdPXMmV9kP7GuHHP"",""inTokenDecimals"":9,""outTokenDecimals"":6,""signerAccount"":""HdR9KfLWLQAdTB588mniVVgeugH9CdYRJ4K93xRYtmbX"",""timestamp"":""2025-02-25T13:41:53.000Z""}"
43vtoSaL5GPNXNVg7izkBhzvfr3trS54um5VhxmPQ41rHvAXb1xpvrp6eSweeiMCY9eHJp9JsfFtMpUVgNaGx29j,2025-02-25T13:39:39.000Z,"{""log_type"":3,""amount_in"":101688678743,""minimum_out"":1,""direction"":2,""user_source"":101688678743,""pool_coin"":4311946545987436500,""pool_pc"":355361668,""out_amount"":8,""adjustedAmountIn"":101688.678743,""adjustedAmountOut"":8e-9,""inToken"":""9kkWuiwg8iZxwJP1R6fCkwdVeXaiKdPXMmV9kP7GuHHP"",""outToken"":""So11111111111111111111111111111111111111112"",""inTokenDecimals"":6,""outTokenDecimals"":9,""signerAccount"":""HABZUHPn2QDACPYAQDcsMpfFoFJomHNvKWGdmaeBd7aM"",""timestamp"":""2025-02-25T13:39:39.000Z""}"
3zohzpyCSFm2JHyvdNLdas1pw68THDJmr1JxNTZwZt3ZKH28gEkPXmagv2dgXgvx65jPKFpQmB6nyWqYVniM6c1u,2025-02-25T13:30:19.000Z,"{""log_type"":3,""amount_in"":10000000,""minimum_out"":0,""direction"":1,""user_source"":10000000,""pool_coin"":4436487486055587300,""pool_pc"":345361668,""out_amount"":124540940068151040,""adjustedAmountIn"":0.01,""adjustedAmountOut"":124540940068.15105,""inToken"":""So11111111111111111111111111111111111111112"",""outToken"":""9kkWuiwg8iZxwJP1R6fCkwdVeXaiKdPXMmV9kP7GuHHP"",""inTokenDecimals"":9,""outTokenDecimals"":6,""signerAccount"":""A7TvXtqEfNtc8Chrk1ia2kEKReGUvUbcLpaEBa26ZjCX"",""timestamp"":""2025-02-25T13:30:19.000Z""}"
5wzwSmgyhT2kp6ATBJV8PqAweKmV8ZXbyncz9sun1EDi8t8DrY2XYnQTn3NfSGoDZ7sFTw4GZ9YmnydameuxJinw,2025-02-25T13:29:39.000Z,"{""log_type"":3,""amount_in"":6000000,""minimum_out"":0,""direction"":1,""user_source"":6000000,""pool_coin"":4514729609747774000,""pool_pc"":339361668,""out_amount"":78242123692186380,""adjustedAmountIn"":0.006,""adjustedAmountOut"":78242123692.18639,""inToken"":""So11111111111111111111111111111111111111112"",""outToken"":""9kkWuiwg8iZxwJP1R6fCkwdVeXaiKdPXMmV9kP7GuHHP"",""inTokenDecimals"":9,""outTokenDecimals"":6,""signerAccount"":""fLKNcH73hR7HLg5TANqUZgfqLhzFB5ZGihVm8K6LUcU"",""timestamp"":""2025-02-25T13:29:39.000Z""}"
xoPHSeDkefQYih8sdmGzWrCpVtcqcHUa24YQmXZiyVr7JbbomQmVt5yRvju2TpcH1rfg8GQcZTs4VYv6fF6AKEU,2025-02-25T13:28:08.000Z,"{""log_type"":3,""amount_in"":1060777,""minimum_out"":0,""direction"":1,""user_source"":1060777,""pool_coin"":4528850613846206500,""pool_pc"":338300891,""out_amount"":14121004098432490,""adjustedAmountIn"":0.001060777,""adjustedAmountOut"":14121004098.43249,""inToken"":""So11111111111111111111111111111111111111112"",""outToken"":""9kkWuiwg8iZxwJP1R6fCkwdVeXaiKdPXMmV9kP7GuHHP"",""inTokenDecimals"":9,""outTokenDecimals"":6,""signerAccount"":""9qdsBbB9qUfbYZr1UGRCwGT2ZqTRCM6UgVirJdRSTmCb"",""timestamp"":""2025-02-25T13:28:08.000Z""}"
4zcD2YU136QWWafhKo5KFdqiwcsTf4EiDKLi4ThwM6TtMBu33v4owtR97RhFT8VAAY9QmUuANDRTwtjMoQv19syo,2025-02-25T13:26:21.000Z,"{""log_type"":3,""amount_in"":46825576005,""minimum_out"":1,""direction"":2,""user_source"":46825576005,""pool_coin"":4446065525217515000,""pool_pc"":344584255,""out_amount"":3,""adjustedAmountIn"":46825.576005,""adjustedAmountOut"":3e-9,""inToken"":""9kkWuiwg8iZxwJP1R6fCkwdVeXaiKdPXMmV9kP7GuHHP"",""outToken"":""So11111111111111111111111111111111111111112"",""inTokenDecimals"":6,""outTokenDecimals"":9,""signerAccount"":""DnqjG8pxH2yFwvy9t6fNf9qUukdH67pSoPmMwv8wNeCY"",""timestamp"":""2025-02-25T13:26:21.000Z""}"
4x6ugXo6BXCQjUGZmhM6Xs3xogi3eouevbupAVrzj2DdBfe3W5DNASJps75x8bVKeikG5KgFsxscvXDBuvZhMaei,2025-02-25T13:23:03.000Z,"{""log_type"":3,""amount_in"":1000000,""minimum_out"":0,""direction"":1,""user_source"":1000000,""pool_coin"":4201697400013700000,""pool_pc"":364569603,""out_amount"":11464907870864040,""adjustedAmountIn"":0.001,""adjustedAmountOut"":11464907870.86404,""inToken"":""So11111111111111111111111111111111111111112"",""outToken"":""9kkWuiwg8iZxwJP1R6fCkwdVeXaiKdPXMmV9kP7GuHHP"",""inTokenDecimals"":9,""outTokenDecimals"":6,""signerAccount"":""fLKNcH73hR7HLg5TANqUZgfqLhzFB5ZGihVm8K6LUcU"",""timestamp"":""2025-02-25T13:23:03.000Z""}"
5c7YFNYpw28JS5RCWBrt9w4rttZNSx3jirk4gAACeZBzC1NpYUXDtomNMDnM1TJ3gHe8xox2nbb9QUWsrDxhE8tH,2025-02-25T13:22:47.000Z,"{""log_type"":3,""amount_in"":1000000,""minimum_out"":0,""direction"":1,""user_source"":1000000,""pool_coin"":4213225297621008000,""pool_pc"":363569603,""out_amount"":11527897607308128,""adjustedAmountIn"":0.001,""adjustedAmountOut"":11527897607.308128,""inToken"":""So11111111111111111111111111111111111111112"",""outToken"":""9kkWuiwg8iZxwJP1R6fCkwdVeXaiKdPXMmV9kP7GuHHP"",""inTokenDecimals"":9,""outTokenDecimals"":6,""signerAccount"":""fLKNcH73hR7HLg5TANqUZgfqLhzFB5ZGihVm8K6LUcU"",""timestamp"":""2025-02-25T13:22:47.000Z""}"
4ZjNvq3h6UgcZAXrG7GTgrQNzXZyk1Js7ZFCjzNz6Yj9ha7K2hkFQf9xnqHt17hwi5Cr4LRqgdYG4m9hAPYhskdk,2025-02-25T13:22:43.000Z,"{""log_type"":3,""amount_in"":1000000,""minimum_out"":0,""direction"":1,""user_source"":1000000,""pool_coin"":4224816705724729000,""pool_pc"":362569603,""out_amount"":11591408103720584,""adjustedAmountIn"":0.001,""adjustedAmountOut"":11591408103.720585,""inToken"":""So11111111111111111111111111111111111111112"",""outToken"":""9kkWuiwg8iZxwJP1R6fCkwdVeXaiKdPXMmV9kP7GuHHP"",""inTokenDecimals"":9,""outTokenDecimals"":6,""signerAccount"":""fLKNcH73hR7HLg5TANqUZgfqLhzFB5ZGihVm8K6LUcU"",""timestamp"":""2025-02-25T13:22:43.000Z""}"
DaLTvqFF4Ez4QiDdNJ4GHQdhcJoHQZhgdK3MWVqbiL6Ajd7vcaZUTKejTFnNY71kL6ZkPNkMpGAU6yDLdVXgMFT,2025-02-25T13:21:27.000Z,"{""log_type"":3,""amount_in"":6000000,""minimum_out"":0,""direction"":1,""user_source"":6000000,""pool_coin"":4220101473630212000,""pool_pc"":362944237,""out_amount"":68461116080308970,""adjustedAmountIn"":0.006,""adjustedAmountOut"":68461116080.30897,""inToken"":""So11111111111111111111111111111111111111112"",""outToken"":""9kkWuiwg8iZxwJP1R6fCkwdVeXaiKdPXMmV9kP7GuHHP"",""inTokenDecimals"":9,""outTokenDecimals"":6,""signerAccount"":""Cum58HgqWH8YmmqcAVKn45p7GM4HUyYas3iURNp2TRiP"",""timestamp"":""2025-02-25T13:21:27.000Z""}"
34196VAZ1A53bPVx6MikYkohQVCNRXA2eh64gL47PFn3iH8ChQjPD4ajKa11SCp6CUwsngLYowd4LpM7ruUDocDT,2025-02-25T13:20:49.000Z,"{""log_type"":3,""amount_in"":7000000,""minimum_out"":0,""direction"":1,""user_source"":7000000,""pool_coin"":4302886515433327000,""pool_pc"":355944237,""out_amount"":82785041803115230,""adjustedAmountIn"":0.007,""adjustedAmountOut"":82785041803.11523,""inToken"":""So11111111111111111111111111111111111111112"",""outToken"":""9kkWuiwg8iZxwJP1R6fCkwdVeXaiKdPXMmV9kP7GuHHP"",""inTokenDecimals"":9,""outTokenDecimals"":6,""signerAccount"":""Anikt5sQnuSzuHix5tFKUHUh8NByLvRVJGEHyjYLNwkv"",""timestamp"":""2025-02-25T13:20:49.000Z""}"
27SGmmddrxmShCKC2ceuGqZBSi1Nzrr3PdDpNzb87cb7BqoqXvJYLPytWNewah9UAagJrTzAdDzPnttXGs8dBzDN,2025-02-25T13:18:55.000Z,"{""log_type"":3,""amount_in"":396932970869039,""minimum_out"":1,""direction"":2,""user_source"":400335825384810,""pool_coin"":3878396024715072500,""pool_pc"":394804405,""out_amount"":40300,""adjustedAmountIn"":396932970.869039,""adjustedAmountOut"":0.0000403,""inToken"":""9kkWuiwg8iZxwJP1R6fCkwdVeXaiKdPXMmV9kP7GuHHP"",""outToken"":""So11111111111111111111111111111111111111112"",""inTokenDecimals"":6,""outTokenDecimals"":9,""signerAccount"":""3W2oaqt4RjkCmcVBd6WVsdyG77nVD3qYfU6PKPQDvHLb"",""timestamp"":""2025-02-25T13:18:55.000Z""}"
3iapdAtZ4ycKwEdxsBAEnzDYyMf6GCie8XQzs2CQjw5jnuAU67yARebh2WCQxrbWQntVgsQkz2VC2aurSfvQSQdd,2025-02-25T13:18:36.000Z,"{""log_type"":3,""amount_in"":15000000,""minimum_out"":0,""direction"":1,""user_source"":15000000,""pool_coin"":4031186513071307300,""pool_pc"":379804405,""out_amount"":152790488356235000,""adjustedAmountIn"":0.015,""adjustedAmountOut"":152790488356.23502,""inToken"":""So11111111111111111111111111111111111111112"",""outToken"":""9kkWuiwg8iZxwJP1R6fCkwdVeXaiKdPXMmV9kP7GuHHP"",""inTokenDecimals"":9,""outTokenDecimals"":6,""signerAccount"":""2wbJspwkuFjbcHBSGNRkHqy2pHYzJs2FeoDYS5eY7268"",""timestamp"":""2025-02-25T13:18:36.000Z""}"
4XKhVFVjsjPnCSmfoLPCCjkqtvyGgxDu5oEzAu5AwkMxUtZbiMo4gc6Cw9L7EQk9sY5qc9SCbs3uBtY4cJtb1MVX,2025-02-25T13:16:59.000Z,"{""log_type"":3,""amount_in"":1049058794041658,""minimum_out"":0,""direction"":2,""user_source"":1049058794041658,""pool_coin"":3848993328312619000,""pool_pc"":397737595,""out_amount"":108104,""adjustedAmountIn"":1049058794.041658,""adjustedAmountOut"":0.000108104,""inToken"":""9kkWuiwg8iZxwJP1R6fCkwdVeXaiKdPXMmV9kP7GuHHP"",""outToken"":""So11111111111111111111111111111111111111112"",""inTokenDecimals"":6,""outTokenDecimals"":9,""signerAccount"":""PNLCQcVCD26aC7ZWgRyr5ptfaR7bBrWdTFgRWwu2tvF"",""timestamp"":""2025-02-25T13:16:59.000Z""}"
4u9rnQkFfsaTTeHfcorj3QCLQwpeEoE2z44auQt2nhYPAgTTAXQ538gn5E62nwFe4br24Y8x3PGd5KCX8xTkFbuL,2025-02-25T13:15:24.000Z,"{""log_type"":3,""amount_in"":10000000,""minimum_out"":0,""direction"":1,""user_source"":10000000,""pool_coin"":3906009721951908000,""pool_pc"":392110653,""out_amount"":96900863499524770,""adjustedAmountIn"":0.01,""adjustedAmountOut"":96900863499.52477,""inToken"":""So11111111111111111111111111111111111111112"",""outToken"":""9kkWuiwg8iZxwJP1R6fCkwdVeXaiKdPXMmV9kP7GuHHP"",""inTokenDecimals"":9,""outTokenDecimals"":6,""signerAccount"":""3wiutqyihaLYbwuw1kmTzXGRrSKeqBG9tWomti17sSbK"",""timestamp"":""2025-02-25T13:15:24.000Z""}"
674DeWyPN863UpMWha27uzewPwWxpnML8njw4oS2PsnFgZVEUk5GBNnugzEoNPMab7WzUSWZDHdxhKD1fzD2JPx7,2025-02-25T13:15:23.000Z,"{""log_type"":3,""amount_in"":10000000,""minimum_out"":0,""direction"":1,""user_source"":10000000,""pool_coin"":4007976120089648600,""pool_pc"":382110653,""out_amount"":101966398137741220,""adjustedAmountIn"":0.01,""adjustedAmountOut"":101966398137.74121,""inToken"":""So11111111111111111111111111111111111111112"",""outToken"":""9kkWuiwg8iZxwJP1R6fCkwdVeXaiKdPXMmV9kP7GuHHP"",""inTokenDecimals"":9,""outTokenDecimals"":6,""signerAccount"":""GaT91n9GrVWRnwWjkbgCDRbmvfyuiTXhekhpYbCpy5GR"",""timestamp"":""2025-02-25T13:15:23.000Z""}"
5eYvtfQbtbw7WEHr8tHZmxesQykeYr3UfJRgaNjAbukRWmNQjX4xXxVPfhiYt1MzAg6QaRBWjd88z72484h4YQa7,2025-02-25T13:15:12.000Z,"{""log_type"":3,""amount_in"":15000000,""minimum_out"":0,""direction"":1,""user_source"":15000000,""pool_coin"":4171331070992807000,""pool_pc"":367110653,""out_amount"":163354950903158270,""adjustedAmountIn"":0.015,""adjustedAmountOut"":163354950903.15826,""inToken"":""So11111111111111111111111111111111111111112"",""outToken"":""9kkWuiwg8iZxwJP1R6fCkwdVeXaiKdPXMmV9kP7GuHHP"",""inTokenDecimals"":9,""outTokenDecimals"":6,""signerAccount"":""GPE8fAZLRryieAwy4wsbTkohwCo4JpUepioLZsJVCR7D"",""timestamp"":""2025-02-25T13:15:12.000Z""}"
5KF8eL6KLViCJ2cgQzaYvTNbt1HR3mnpqGW3fXPai1YLJVVm7LDxve4dAkRx5Xsk1BR7Q1U6Zs51L9KvshRDmQKK,2025-02-25T13:15:01.000Z,"{""log_type"":3,""amount_in"":30000000,""minimum_out"":0,""direction"":1,""user_source"":30000000,""pool_coin"":3572578623797325000,""pool_pc"":428345277,""out_amount"":233289001453469660,""adjustedAmountIn"":0.03,""adjustedAmountOut"":233289001453.46967,""inToken"":""So11111111111111111111111111111111111111112"",""outToken"":""9kkWuiwg8iZxwJP1R6fCkwdVeXaiKdPXMmV9kP7GuHHP"",""inTokenDecimals"":9,""outTokenDecimals"":6,""signerAccount"":""CMeTB1s3LTbkaUZi9AzHnCdLYMzjsCKqvk3zfDfmkeKe"",""timestamp"":""2025-02-25T13:15:01.000Z""}"
2EcMinK55tUWG5wWVkVCz6MeoEomif4Mh7z7NBHUCQP4V95yGdusBQ5aJ63afrWAFfucQgc6LYvDSknpxhw57oAQ,2025-02-25T13:14:58.000Z,"{""log_type"":3,""amount_in"":7000000,""minimum_out"":0,""direction"":1,""user_source"":7000000,""pool_coin"":3631783109055302000,""pool_pc"":421345277,""out_amount"":59204485257977200,""adjustedAmountIn"":0.007,""adjustedAmountOut"":59204485257.9772,""inToken"":""So11111111111111111111111111111111111111112"",""outToken"":""9kkWuiwg8iZxwJP1R6fCkwdVeXaiKdPXMmV9kP7GuHHP"",""inTokenDecimals"":9,""outTokenDecimals"":6,""signerAccount"":""5DfBWuPKNshtyNV7y4KZA65bsL4o8CXddJW3rrz6yFAL"",""timestamp"":""2025-02-25T13:14:58.000Z""}"
4t6KVQxYqWYUkwNDeEw5uuhppFbVtTqNvQSMRxmgJQU9N9tJwzC4UjKzkUq81aTAcdpQxX1XebAQHJvUrzRE2Low,2025-02-25T13:14:24.000Z,"{""log_type"":3,""amount_in"":20000000,""minimum_out"":0,""direction"":1,""user_source"":20000000,""pool_coin"":3812311141096036400,""pool_pc"":401345277,""out_amount"":180528032040734050,""adjustedAmountIn"":0.02,""adjustedAmountOut"":180528032040.73404,""inToken"":""So11111111111111111111111111111111111111112"",""outToken"":""9kkWuiwg8iZxwJP1R6fCkwdVeXaiKdPXMmV9kP7GuHHP"",""inTokenDecimals"":9,""outTokenDecimals"":6,""signerAccount"":""GaT91n9GrVWRnwWjkbgCDRbmvfyuiTXhekhpYbCpy5GR"",""timestamp"":""2025-02-25T13:14:24.000Z""}"
5wQ6XUVTo3H1c6S5Y2bwU9WFR5H7VQUKpVop2VtQ2iiEpoD4e91TKpx4VFeMfcWMsuuQeR4BfAtDuajc8oEvutQQ,2025-02-25T13:14:12.000Z,"{""log_type"":3,""amount_in"":10000000,""minimum_out"":0,""direction"":1,""user_source"":10000000,""pool_coin"":3386435233702748700,""pool_pc"":451645350,""out_amount"":73176348174825740,""adjustedAmountIn"":0.01,""adjustedAmountOut"":73176348174.82574,""inToken"":""So11111111111111111111111111111111111111112"",""outToken"":""9kkWuiwg8iZxwJP1R6fCkwdVeXaiKdPXMmV9kP7GuHHP"",""inTokenDecimals"":9,""outTokenDecimals"":6,""signerAccount"":""Dunda8Nce2bkK3eacwftymBYQGufSk4xwRMH5tSfEkrn"",""timestamp"":""2025-02-25T13:14:12.000Z""}"
36ug5Uo29PSDxR6KJFjnQHNPhJGbbKz1PUo3Dgja31U9oeiYh9moevaPD1HKpNUDg6dDJvBM86fnFTpGufCuyTcC,2025-02-25T13:14:07.000Z,"{""log_type"":3,""amount_in"":23000000,""minimum_out"":0,""direction"":1,""user_source"":23000000,""pool_coin"":3566586691130251300,""pool_pc"":428777448,""out_amount"":181144125964646980,""adjustedAmountIn"":0.023,""adjustedAmountOut"":181144125964.64697,""inToken"":""So11111111111111111111111111111111111111112"",""outToken"":""9kkWuiwg8iZxwJP1R6fCkwdVeXaiKdPXMmV9kP7GuHHP"",""inTokenDecimals"":9,""outTokenDecimals"":6,""signerAccount"":""4tFeu8ph9bWURaX333AXe1LU2VacmP9Qzsg2RqDk8Hfn"",""timestamp"":""2025-02-25T13:14:07.000Z""}"
6ujv5PpP1annCfEVheGddXSKLiS6gjGr6CRdhNTZJ1D4kdrP1RXBc9ymQMoSw39WWS3wyoHPDNE279oiGCW6uXx,2025-02-25T13:14:05.000Z,"{""log_type"":3,""amount_in"":28900000,""minimum_out"":0,""direction"":1,""user_source"":28900000,""pool_coin"":3823707141406882300,""pool_pc"":399877448,""out_amount"":257120450276631000,""adjustedAmountIn"":0.0289,""adjustedAmountOut"":257120450276.631,""inToken"":""So11111111111111111111111111111111111111112"",""outToken"":""9kkWuiwg8iZxwJP1R6fCkwdVeXaiKdPXMmV9kP7GuHHP"",""inTokenDecimals"":9,""outTokenDecimals"":6,""signerAccount"":""23NEdvutJardA8VQahVNENtxzV63wMVekvaSexSX2xSE"",""timestamp"":""2025-02-25T13:14:05.000Z""}"
